	X1.6.Anhydro.beta.D.glucose	X1.Methylnicotinamide	X2.Aminobutyrate	X2.Hydroxyisobutyrate	X2.Oxoglutarate	X3.Aminoisobutyrate	X3.Hydroxybutyrate	X3.Hydroxyisovalerate	X3.Indoxylsulfate	X4.Hydroxyphenylacetate	Acetate	Acetone	Adipate	Alanine	Asparagine	Betaine	Carnitine	Citrate	Creatine	Creatinine	Dimethylamine	Ethanolamine	Formate	Fucose	Fumarate	Glucose	Glutamine	Glycine	Glycolate	Guanidoacetate	Hippurate	Histidine	Hypoxanthine	Isoleucine	Lactate	Leucine	Lysine	Methylamine	Methylguanidine	N.N.Dimethylglycine	O.Acetylcarnitine	Pantothenate	Pyroglutamate	Pyruvate	Quinolinate	Serine	Succinate	Sucrose	Tartrate	Taurine	Threonine	Trigonelline	Trimethylamine.N.oxide	Tryptophan	Tyrosine	Uracil	Valine	Xylose	cis.Aconitate	myo.Inositol	trans.Aconitate	pi.Methylhistidine	tau.Methylhistidine
NETL_022_V1	3.07731226054641	5.40452252539435	2.78377591163035	3.39417276672519	5.88279300047631	4.55060839799541	2.6440448711263	1.66013102674962	5.89277616760711	4.1066024596176	3.36522472120334	2.01356879752913	2.97246364661464	5.1060666786762	3.50074101199842	5.39453622428858	5.44432066066788	8.17028185651452	7.28069030830868	9.04011891283792	5.89277616760711	5.22537025879197	4.44182738779192	4.93720401601037	2.47737838336721	5.14586524335636	5.19556455897321	6.20202931621533	4.89746659599062	4.92725368515721	7.90036981196108	5.51403340203345	3.73409179693548	2.278292400425	4.20499108230916	3.03927057556847	4.78832472908594	3.87099265587015	4.27402374212223	3.69511000386457	3.71454720086251	4.84788104279483	5.09613998104273	3.29768700529249	3.69511000386457	5.0861755733416	4.3233376383252	3.23985423125339	4.03777421073371	5.40452252539435	4.60995870271989	4.38252650971553	6.44160023442458	4.5209186335405	3.40386049908164	4.08698420781581	3.49103808566194	4.09684144242069	5.45429494800239	5.04645278696165	3.23985423125339	4.99680678615972	3.89059505801453
NETL_022_V2	4.85779486662447	5.18559649648392	2.6159349121944	2.77446196662146	4.23454119271538	4.66945867587045	3.40386049908164	3.99856760682833	5.93264298629964	5.0861755733416	3.46197885392201	2.18829594659192	5.56383051422876	6.2219808527516	4.18540329316907	4.92725368515721	3.60739821224605	6.75117164191318	7.53053900637988	8.84014442993267	5.61363892480323	5.17564112868052	5.11601580955409	4.56048657836145	2.52332575969195	6.16211408345812	6.10224534645134	6.41163762742169	5.0166173657738	5.04645278696165	9.87005175444937	6.21200471255208	3.54904250892614	2.58776403522771	5.26517414795478	3.18221184049661	5.20548910423684	3.89059505801453	3.03927057556847	3.46197885392201	2.10046890887191	3.91999117507732	6.04237151688179	3.97893371071077	5.28508013976602	5.68340968484826	3.30725293548561	7.64047887865527	2.6440448711263	6.30183111968026	5.14586524335636	5.42442124334376	5.69336169982828	4.42208834024773	4.5209186335405	4.69911579883062	3.98861360758986	4.11643215868611	5.60370427924326	3.75373042643355	3.23985423125339	6.98093138851529	4.5703716804454
NETL_008_V1	4.1066024596176	3.94951144983914	2.05668455455722	3.85142338329922	4.71894520024694	2.2060741926132	2.89701630061483	2.87807423008576	5.9426156312127	5.1656998419332	4.02802668118445	2.32336763217657	2.48657192910706	5.38458680170021	3.50074101199842	5.12598574378343	2.76506045581899	7.48056366070354	4.83794718627054	9.6600634847549	6.52147496028881	5.87282176697721	3.85142338329922	5.35474495784668	1.95302761682418	6.04237151688179	5.47420158137799	6.78113707794437	5.43437681095513	4.44182738779192	8.36023290166221	5.04645278696165	5.09613998104273	2.03992078351755	5.0166173657738	3.4522073025699	3.82209829790016	3.36522472120334	2.88759011493429	3.35550242240003	2.35896542643015	4.5209186335405	5.79304409572428	3.83189696094886	5.18559649648392	5.39453622428858	3.7244878815813	3.99856760682833	2.56032328907275	4.06731588983418	4.26422797389543	6.23197639258328	6.37171440607508	4.58026255028191	4.71894520024694	3.99856760682833	3.93963817246112	4.86768828477632	6.11222093574376	4.45166929500233	4.27402374212223	5.49413083019029	4.12632760807515
PIF_146	4.50114211556404	3.5201649007262	2.43185742869818	3.50074101199842	3.51035069555868	3.79278891750445	2.2060741926132	3.06758771065442	5.76315140646303	4.47152450111817	4.5703716804454	2.2690283094652	2.30558060197384	5.12598574378343	3.89059505801453	4.05750767217013	2.88759011493429	5.78308644799425	4.63966822639566	9.41008181763762	6.08228740118158	4.97694061757216	4.53087758140624	4.62976523284347	1.50185270175416	5.21542476845847	4.80819265930608	5.80302430930585	5.52401764664394	4.60995870271989	7.88037719374616	5.25525327707701	3.62700405039585	2.50552593699074	4.68923556110576	3.22087382753087	3.89059505801453	3.13462427242061	2.19722457733622	2.10900034392138	2.11866225483312	3.04879899449068	5.48417433307623	1.7263316639056	4.04760229966997	5.02657425789776	3.82209829790016	4.05750767217013	4.85779486662447	6.30183111968026	4.08698420781581	4.88756329650626	6.80111616849242	4.28386238588665	4.15575319035074	2.99172425215645	3.56868726878553	5.04645278696165	4.38252650971553	4.7784509981299	4.17546361350689	6.55142313342418	5.0762357511802
PIF_119	3.20152618653309	2.06559613485778	1.13783300182139	2.18041745901984	2.23323501485925	1.3787660946991	0.993251773010283	1.88403474533723	4.42208834024773	2.92530980925744	4.25433529853104	1.97823903617067	1.42551507427317	3.56868726878553	2.66235524184008	3.75373042643355	3.23985423125339	5.58375943205647	2.54160199346455	7.30067535958801	3.87099265587015	3.6464937376175	4.39247189253542	3.22087382753087	0.908258560176891	3.80265446837278	3.62700405039585	4.65946895939547	2.56955412384829	2.95334655705755	4.73882657080077	3.22087382753087	1.65249740189455	1.1999647829284	2.91560622907471	1.49514876603197	4.46164617590205	2.2060741926132	1.26976054486394	1.71739505393919	1.7509374747078	1.35066718347674	3.78305262413119	1.61143591509677	2.8402473707136	3.52988372262348	2.83085763036376	2.44147709186066	1.68454538492091	4.69911579883062	3.07731226054641	3.7244878815813	4.5209186335405	2.50552593699074	2.70871664564537	1.65249740189455	1.67709656090792	3.73409179693548	3.11529150861163	3.18221184049661	3.85142338329922	3.08694315360738	2.19722457733622
PIF_099	3.74384101218791	2.2690283094652	1.26976054486394	2.18041745901984	2.06559613485778	1.99605993274078	1.48613969608961	1.97823903617067	4.5110792625885	3.25924971900647	4.39247189253542	1.42551507427317	1.75958057086382	3.32647383546622	2.72785282839839	1.62136648329937	2.96320908184843	4.40231933794164	2.97246364661464	7.40060835982552	4.04760229966997	3.43269604872153	4.06731588983418	3.47165584531072	1.17248213723457	4.07702884001241	3.32647383546622	4.3233376383252	3.61711488788463	3.26880819361641	4.5407383258287	3.17262244035074	1.80005827204275	1.47017584510059	5.2751510885162	1.75958057086382	2.78377591163035	1.26129787094521	2.04769284336526	1.48613969608961	1.52605630349505	1.28370777234479	3.65609796458956	1.76644166124377	3.23985423125339	3.51035069555868	2.03992078351755	3.23040906068187	1.54115907168081	4.84788104279483	3.32647383546622	4.14598779537394	4.21493845852052	2.38600670113312	2.82137888640921	1.90210752639692	2.24177295359729	2.86846692250811	2.77446196662146	3.13462427242061	2.18829594659192	5.17564112868052	3.62700405039585
PIF_162	6.38169756707472	3.13462427242061	2.78377591163035	3.85142338329922	3.5201649007262	3.49103808566194	3.25924971900647	2.1621729392773	4.7090796493786	5.00669420486299	4.53087758140624	2.92530980925744	3.17262244035074	6.09225965714288	4.38252650971553	5.06632225551051	4.15575319035074	6.80111616849242	6.04237151688179	9.18010278941539	5.98252470553851	5.30499502130128	3.99856760682833	4.17546361350689	2.44147709186066	4.66945867587045	6.2419508548139	5.0861755733416	5.20548910423684	4.72889111297785	6.84107045618614	5.0861755733416	3.41345527905766	2.76506045581899	2.95334655705755	2.70871664564537	4.82807370849769	2.80275413657151	1.45628673293993	2.75556971707019	3.53950899745967	2.10046890887191	5.5339426953643	1.89311196348834	4.15575319035074	5.38458680170021	2.69056488676119	5.17564112868052	1.85159946958407	4.53087758140624	2.22462355152433	2.42303124606991	7.29068161997523	5.13591607718921	4.97694061757216	3.28802868355652	2.77446196662146	3.66586667980486	5.0861755733416	5.0861755733416	3.46197885392201	6.76115601530771	4.34302589732415
PIF_160	4.72889111297785	3.26880819361641	2.80275413657151	3.89059505801453	3.39417276672519	2.8402473707136	3.44265917146975	3.10593106585207	5.85286318100357	4.31348009213877	4.27402374212223	1.65249740189455	2.82137888640921	5.24528571999623	4.00824186316869	4.37273358776229	3.22087382753087	7.82040338454123	5.14586524335636	9.2300979002162	7.260705293979	5.50407057865816	4.50114211556404	3.32647383546622	1.47932922708708	5.9625762700142	5.3746300493972	7.04087783804561	5.25525327707701	3.95928819789526	8.30024789119442	5.25525327707701	4.5407383258287	2.05668455455722	4.89746659599062	3.12500460925813	4.40231933794164	3.07731226054641	1.66013102674962	3.32647383546622	2.73696154459663	2.49568172295596	5.71330367053984	2.95334655705755	4.39247189253542	5.42442124334376	4.7784509981299	4.5703716804454	2.75556971707019	5.39453622428858	4.24448722065182	5.77312195273481	7.55052453554888	3.87099265587015	4.47152450111817	3.39417276672519	3.99856760682833	4.39247189253542	5.45429494800239	4.30365960559978	4.64956977328478	5.28508013976602	3.80265446837278
PIF_113	5.12598574378343	3.03927057556847	2.67138621673062	3.47165584531072	3.89059505801453	4.38252650971553	2.54160199346455	2.60638654732571	5.22537025879197	4.3233376383252	3.77322060254769	2.34084380511114	2.59749101053515	5.47420158137799	3.60739821224605	4.11643215868611	2.56955412384829	8.40022557321666	4.59015806586759	8.85014351910493	5.62362031540416	5.6734263546413	5.0861755733416	4.13612609623706	1.82616089594539	5.40452252539435	5.42442124334376	7.74043394058046	4.95702352464761	2.97246364661464	7.94035596205633	5.84290653246683	3.77322060254769	2.47737838336721	4.5110792625885	2.72785282839839	4.22478785824739	3.00121720378456	2.2512917986065	3.82209829790016	2.07442899985629	2.75556971707019	5.84290653246683	1.36609165380237	4.5110792625885	4.96696201630629	4.41219204900561	4.29374171980631	1.90210752639692	5.71330367053984	4.67934958416234	5.80302430930585	5.84290653246683	4.7585777326174	4.48141937855192	2.2512917986065	3.23040906068187	3.35550242240003	5.0762357511802	4.4320065669789	4.36284381525711	5.62362031540416	3.74384101218791
PIF_143	5.21542476845847	4.5209186335405	2.29656702066848	4.17546361350689	3.06758771065442	2.98214032003452	3.29768700529249	3.95928819789526	5.32486192177015	4.7585777326174	4.42208834024773	1.57277392806251	3.06758771065442	5.81299555962952	4.13612609623706	4.24448722065182	2.78377591163035	7.88037719374616	4.03777421073371	9.320089443819	5.9426156312127	6.01244295349317	5.75317563159212	4.7784509981299	1.41098697371026	6.16211408345812	5.99248902215417	7.00090858895961	6.39168258002916	4.89746659599062	8.35023619294915	6.04237151688179	3.21124679770371	2.44147709186066	4.5209186335405	2.87807423008576	4.7784509981299	3.80265446837278	2.49568172295596	3.39417276672519	2.6159349121944	4.92725368515721	5.6335745796127	3.59786005572677	4.3233376383252	6.01244295349317	3.95928819789526	6.2219808527516	4.46164617590205	7.31067047215206	4.95702352464761	4.40231933794164	6.49151229770209	4.05750767217013	3.92986292355648	3.67554088967476	3.71454720086251	4.72889111297785	5.5339426953643	5.19556455897321	4.14598779537394	4.39247189253542	4.37273358776229
NETCR_007_V1	5.34477147091992	3.99856760682833	1.83418018511201	3.89059505801453	5.36466674708957	3.93963817246112	3.44265917146975	2.05668455455722	5.30499502130128	3.86136109062592	3.25924971900647	1.80005827204275	2.97246364661464	5.54392666257791	4.58026255028191	4.88756329650626	3.41345527905766	7.95035085476284	3.81242364020539	9.19010194973518	5.89277616760711	6.11222093574376	4.87763709263339	4.42208834024773	1.76644166124377	5.59374436944726	6.19205569395168	6.90100253040943	6.08228740118158	4.06731588983418	8.45021329253979	5.85286318100357	3.8416005411316	2.49568172295596	4.40231933794164	3.10593106585207	4.80819265930608	2.56032328907275	1.98787434815435	3.97893371071077	2.88759011493429	3.34603697048488	5.0166173657738	3.29768700529249	3.99856760682833	4.74866428562682	3.37485340632255	4.18540329316907	3.33612538491844	7.08084266508567	4.53087758140624	5.28508013976602	6.51149269743872	4.42208834024773	4.13612609623706	4.15575319035074	3.78305262413119	3.78305262413119	5.57378767804001	5.33484214123041	2.72785282839839	7.90036981196108	5.02657425789776
NETCR_007_V2	3.57822718401034	4.5703716804454	3.20152618653309	4.23454119271538	5.66348117788268	4.65946895939547	4.11643215868611	3.78305262413119	5.81299555962952	4.7784509981299	4.42208834024773	1.83418018511201	3.39417276672519	6.32179294896871	4.56048657836145	5.14586524335636	3.01062088604774	8.59018525546175	3.91022138348152	9.57007004547414	6.50149985865953	6.57140103539947	5.29501190953931	5.05637318577011	2.18041745901984	6.27189539284557	6.79112033401734	7.1407937140678	6.17209717846997	4.60005713660127	8.77015492880482	6.08228740118158	5.11601580955409	2.96320908184843	5.18559649648392	3.71454720086251	4.78832472908594	3.31709087236516	3.56868726878553	4.74866428562682	2.71800053195538	3.19212108755938	5.6734263546413	3.90035520056046	4.46164617590205	6.01244295349317	4.42208834024773	3.7635229971097	3.32647383546622	7.06086255751268	4.60005713660127	5.9625762700142	7.36063818141945	4.60005713660127	4.44182738779192	4.29374171980631	3.87099265587015	4.00824186316869	6.10224534645134	5.59374436944726	3.68537331478465	6.51149269743872	5.15577405976249
PIF_137	5.81299555962952	3.60739821224605	2.18829594659192	4.01818320125654	3.06758771065442	4.16557936315055	3.43269604872153	3.88094504985728	5.51403340203345	5.47420158137799	3.93963817246112	1.67709656090792	3.18221184049661	5.99248902215417	4.63966822639566	4.20499108230916	3.08694315360738	7.58051095889402	4.28386238588665	9.50007508631645	6.29184687876299	5.8628354045108	5.04645278696165	4.55060839799541	3.00121720378456	6.74118107915582	6.10224534645134	7.58051095889402	3.21124679770371	3.91999117507732	8.7901519052191	6.58138781673262	3.81242364020539	2.79300390698237	5.0166173657738	4.14598779537394	5.47420158137799	3.44265917146975	3.49103808566194	3.91999117507732	3.78305262413119	3.23040906068187	5.9426156312127	3.20152618653309	4.85779486662447	4.7585777326174	4.07702884001241	6.27189539284557	3.06758771065442	4.39247189253542	5.24528571999623	7.00090858895961	7.01089833789901	5.09613998104273	4.63966822639566	2.63476240533238	4.34302589732415	4.18540329316907	5.66348117788268	5.1656998419332	4.3233376383252	4.45166929500233	4.02802668118445
PIF_100	3.51035069555868	2.36837283353205	1.58923520511658	2.48657192910706	5.14586524335636	1.3787660946991	1.99605993274078	1.24126858906963	3.57822718401034	4.26422797389543	4.36284381525711	1.19088756477728	1.52605630349505	4.37273358776229	2.86846692250811	3.94951144983914	1.69377906086785	5.41445460417708	2.35896542643015	7.1407937140678	4.63966822639566	2.8402473707136	4.08698420781581	2.68102152871429	2.91560622907471	8.69016786857704	3.66586667980486	3.97893371071077	2.47737838336721	3.02965049175745	5.38458680170021	2.71800053195538	2.01356879752913	1.36609165380237	4.02802668118445	2.278292400425	3.26880819361641	1.01884732019925	1.26129787094521	1.85941811770187	0.936093359170335	1.27815220250019	3.82209829790016	2.32336763217657	2.93438864331294	3.68537331478465	3.91022138348152	4.26422797389543	2.23323501485925	5.36466674708957	2.29656702066848	4.4320065669789	5.03649795362198	2.80275413657151	3.11529150861163	2.30558060197384	2.45014265735166	3.63679637424371	2.86846692250811	4.74866428562682	3.03927057556847	3.91999117507732	2.98214032003452
NETL_004_V1	1.74221902366792	2.49568172295596	3.79278891750445	3.46197885392201	4.65946895939547	4.00824186316869	2.15292431843964	2.18829594659192	5.35474495784668	3.47165584531072	2.6440448711263	2.15292431843964	1.96150224381515	5.14586524335636	3.35550242240003	4.56048657836145	3.39417276672519	7.260705293979	3.68537331478465	8.49020629897744	5.3746300493972	4.47152450111817	3.61711488788463	3.23040906068187	2.21593728626837	4.7090796493786	4.76856373289653	6.251923150803	4.68923556110576	4.69911579883062	6.47154226192519	4.99680678615972	2.72785282839839	2.21593728626837	3.74384101218791	3.08694315360738	2.93438864331294	2.82137888640921	2.13534917361813	3.43269604872153	2.79300390698237	2.58776403522771	4.7090796493786	3.11529150861163	4.44182738779192	4.89746659599062	2.88759011493429	3.13462427242061	2.99172425215645	6.251923150803	4.41219204900561	3.11529150861163	5.17564112868052	4.38252650971553	3.99856760682833	2.6253929674212	3.52988372262348	3.23040906068187	3.43269604872153	6.33178650688394	2.54160199346455	2.86846692250811	4.18540329316907
